"station_id","tract_geoid","state_fips","state_name","county_fips","tract_code","site_name","industry","matrix","sample_year","longitude","latitude","pfoa","pfos","total_pfas","reported_pfas_level","total_population","people_of_color","people_of_color_pct","white_non_hispanic_pct","black_non_hispanic_pct","aian_non_hispanic_pct","asian_non_hispanic_pct","nhpi_non_hispanic_pct","other_race_non_hispanic_pct","multiracial_non_hispanic_pct","hispanic_or_latino_pct","median_household_income"
"403","06071010024","06","California","071","010024","Hesperia Class III Landfill","Landfill","Groundwater","2019","-117.350363","34.344608","1","1","10","10","5337","3303","61.8887015177066","38.1112984822934","6.44556867153832","0.131159827618512","0.224845418774592","0","0","5.05902192242833","50.0281056773468","83846"
"404","06037123301","06","California","037","123301","Hewitt Landfill","Landfill","Groundwater","2018","-118.396711","34.204876",,,"3548","3548","3842","2757","71.7595002602811","28.2404997397189","4.97136907860489","0","25.0390421655388","0","0.780843310775638","3.0192608016658","37.948984903696","71250"
"405","06097152801","06","California","097","152801","Hewlett Packard Valley Site","Industry","Groundwater","2020","-122.739831","38.471964","47","48","418","418","4523","1978","43.7320362591201","56.2679637408799","1.2381162944948","0","3.00685385805881","0","1.63608224629671","7.16338713243422","30.6875967278355","100139"
"406","06085504602","06","California","085","504602","Highway 237 Landfill","Landfill","Groundwater","2019","-121.980081","37.418038","530","38","4472","4472","1542","1261","81.7769130998703","18.2230869001297","2.14007782101167","0","18.5473411154345","0","0","2.72373540856031","58.3657587548638","121953"
"407","06047002500","06","California","047","002500","Highway 59 Solid Waste Landfill","Landfill","Groundwater","2020","-120.499975","37.390138","5",,"114","114","2470","1367","55.3441295546559","44.6558704453441","0.769230769230769","0","5.62753036437247","0","0.526315789473684","3.19838056680162","45.2226720647773","107900"
"408","06025012400","06","California","025","012400","Holtville Class III Waste Management Facility","Landfill","Groundwater","2019","-115.278689","32.848702",,,"1","1","835","300","35.9281437125749","64.0718562874251","23.2335329341317","0","0","0","1.67664670658683","4.4311377245509","6.58682634730539","25978"
"409","06025012400","06","California","025","012400","Hot Spa Imperial County Landfill","Landfill","Groundwater","2019","-115.670999","33.398546",,,"16","16","835","300","35.9281437125749","64.0718562874251","23.2335329341317","0","0","0","1.67664670658683","4.4311377245509","6.58682634730539","25978"
"410","06037267600","06","California","037","267600","Hudson Element La","Industry","Groundwater","2018","-118.457811","34.033648","19","2","66","66","2767","1647","59.5229490422841","40.4770509577159","0.93964582580412","0","25.9848211058909","0.505963136971449","2.6743765811348","6.64980122876762","22.7683411637152","89286"
"411","06025011100","06","California","025","011100","Imperial County Class III Waste Management Facility","Landfill","Groundwater","2019","-115.682227","32.845942","8","13","57","57","3167","2622","82.7912851278813","17.2087148721187","4.35743605936217","0","1.04199557941269","0","0","11.872434480581","65.5194190085254","68854"
"412","06025011001","06","California","025","011001","Imperial Landfill","Landfill","Groundwater","2020","-115.52682","32.85503","36","2","162","162","6566","5961","90.7858665854401","9.21413341455985","1.02040816326531","0.258909533962839","1.0508681084374","0","0","0.106609808102345","88.3490709716722","86672"
"413","06067008803","06","California","067","008803","Inactive Rancho Cordova Test Site - Mcdonnell Douglas","Industry","Groundwater","2019","-121.301992","38.568759","11","8","41","41","2203","722","32.7734906945075","67.2265093054925","12.2560145256468","0","2.72355878347708","0","0","3.67680435769405","14.1171130276895","73250"
"414","06089012702","06","California","089","012702","Intermountain Class III Landfill","Landfill","Groundwater","2019","-121.589533","40.938644",,,"22","22","2750","590","21.4545454545455","78.5454545454545","0.363636363636364","2.29090909090909","1.63636363636364","0","0","3.67272727272727","13.4909090909091","72313"
"415","06073013506","06","California","073","013506","Jamacha Sanitary Landfill","Landfill","Groundwater","2019","-116.943629","32.732703","110","58","818","818","4331","2414","55.7377049180328","44.2622950819672","3.64811821750173","0","7.73493419533595","0.484876471946433","2.00877395520665","4.5255137381667","37.3354883398753","111304"
"416","06069000802","06","California","069","000802","John Smith Road Class III Landfill","Landfill","Groundwater","2020","-121.326677","36.823737","110",,"913","913","4201","2016","47.9885741490121","52.0114258509879","0.357057843370626","0.0238038562247084","1.57105451083075","2.21375862889788","0.119019281123542","4.92739823851464","38.77648179005","143875"
"417","06059062610","06","California","059","062610","John Wayne Airport","Airport","Groundwater","2019","-117.869113","33.676187","13800","1830","145121","145121","13289","6605","49.7027616825946","50.2972383174054","3.31853412596885","0","30.709609451426","0.301000827752276","1.97155542177741","4.83858830611784","8.56347354955226","114347"
"418","06053014800","06","California","053","014800","Johnson Canyon Class III Landfill","Landfill","Groundwater","2019","-121.409232","36.531875","2","1","11","11","5831","5426","93.0543646029841","6.94563539701595","0.531641227919739","0","0.377293774652718","0","0","1.08043217286915","91.0649974275425","98897"
"419","06013313204","06","California","013","313204","Keller Canyon Landfill","Landfill","Groundwater","2020","-121.934513","38.003989","3",,"67","67","5604","4467","79.7109207708779","20.2890792291221","9.36830835117773","0","12.4018558172734","0.178443968593862","0","6.51320485367595","51.249107780157","91600"
"420","06107002701","06","California","107","002701","Kennedy Meadows Solid Waste Disposal Service","Landfill","Groundwater","2019","-118.106204","35.990674",,,"98","98","1354","358","26.4401772525849","73.5598227474151","0.221565731166913","1.55096011816839","0","0","0.221565731166913","4.28360413589365","20.1624815361891","57202"
"421","06067008602","06","California","067","008602","Kiefer Road- Class III Solid Waste Disposal Service","Landfill","Groundwater","2020","-121.194723","38.51467","87",,"441","441","1832","607","33.1331877729258","66.8668122270742","0","0","10.4257641921397","0","0","6.55021834061135","16.1572052401747","93038"
"422","06085513500","06","California","085","513500","Kirby Canyon Landfill","Landfill","Groundwater","2020","-121.678857","37.184113","5","5","99","99","1009","361","35.7779980178394","64.2220019821605","0.495540138751239","0","8.02775024777007","0","0.991080277502478","0.594648166501487","25.6689791873142","102750"
"423","06067005205","06","California","067","005205","L And D Landfill Company","Landfill","Groundwater","2019","-121.38439","38.525418","3","16","144","144","3716","2317","62.3519913885899","37.6480086114101","23.6813778256189","0","4.97847147470398","0.565123789020452","0","5.43595263724435","27.6910656620022","56645"
"424","06065043822","06","California","065","043822","Lamb Canyon Landfill","Landfill","Groundwater","2018","-116.994893","33.881629",,,"82","82","3607","2361","65.4560576656501","34.5439423343499","0","0","16.9115608538952","0","0","2.8278347657333","45.7166620460216","136319"
"425","06037901300","06","California","037","901300","Lancaster Class III Landfill & Recycling Center","Landfill","Groundwater","2019","-118.117597","34.744257","7","15","69","69","1840","1275","69.2934782608696","30.7065217391304","1.90217391304348","0","0","0","0","2.5","64.8913043478261","65398"
"426","06071010435","06","California","071","010435","Landers Class III Waste Management Facility","Landfill","Groundwater","2019","-116.369275","34.237283","16","4","82","82","1912","616","32.2175732217573","67.7824267782427","3.24267782426778","3.24267782426778","0","0.47071129707113","0","6.11924686192469","19.1422594142259","45313"
"427","06059021832","06","California","059","021832","Olinda Alpha Landfill","Landfill","Groundwater","2017","-117.841761","33.932943",,,"360","360","6741","4733","70.212134698116","29.787865301884","2.00267022696929","0","48.7168075953123","0","1.14226375908619","3.66414478564011","14.6862483311081","214491"
"428","06077005502","06","California","077","005502","Lawrence Livermore National Laboratories Site 300","Industry","Groundwater","2018","-121.492739","37.641891","3",,"46","46","5279","4526","85.7359348361432","14.2640651638568","3.67493843530972","0","57.7192650123129","1.17446486076909","0","4.07274104944118","19.0945254783103","197083"
"429","06071011900","06","California","071","011900","Lenwood-Hinkley Landfill","Landfill","Groundwater","2019","-117.109189","34.943262","4","2","36","36","2371","863","36.3981442429355","63.6018557570645","0.337410375369043","1.47617039223956","0.759173344580346","0","1.22311261071278","3.03669337832138","29.5655841417124","66250"
"430","06083003102","06","California","083","003102","Lompoc Solid Waste Disp Site","Landfill","Groundwater","2019","-120.482468","34.629406","39",,"159","159","3019","1598","52.9314342497516","47.0685657502484","0.927459423650215","0.0331235508446505","0.927459423650215","0","0","3.11361377939715","47.9297780722093","109107"
"431","06037980018","06","California","037","980018","Long Beach Airport","Airport","Groundwater","2020","-118.151359","33.816791","7890","21600","174635","174635","0","0",,,,,,,,,,
"432","06037104204","06","California","037","104204","Lopez Canyon Landfill","Landfill","Groundwater","2019","-118.392198","34.293776",,,"52","52","3577","3125","87.363712608331","12.636287391669","4.55689124965054","1.09029913335197","3.46659211629857","0","0","0.810735253005312","77.4391948560246","76250"
"433","06037980028","06","California","037","980028","Los Angeles International Airport","Airport","Groundwater","2019","-118.40853","33.941589","31000","2800","129452","129452","0","0",,,,,,,,,,
"434","06037980028","06","California","037","980028","Los Angeles World Airports - Lawa Terminal Two Fuel Hydrant Facility","Airport","Groundwater","2018","-118.404851","33.947116","480","930",,"1330","0","0",,,,,,,,,,
"435","06037980028","06","California","037","980028","Los Angeles World Airports - National Car Rental (Former Avis)","Airport","Groundwater","2017","-118.387276","33.950748","430","1900","5330","5330","0","0",,,,,,,,,,
"436","06071010424","06","California","071","010424","Lucerne Valley Closed Waste Management Facility","Landfill","Groundwater","2019","-116.835801","34.516023","20","2","39","39","1579","535","33.8822039265358","66.1177960734642","6.64977834072198","6.90310322989234","2.21659278024066","0","1.70994300189994","3.73654211526282","12.666244458518","58835"
"437","06051000101","06","California","051","000101","Mammoth Yosemite Airport","Airport","Groundwater","2020","-118.841805","37.627262","27","16","2352","2352","3532","880","24.9150622876557","75.0849377123443","0","2.74631936579841","0","0","0.962627406568516","3.65232163080408","17.5537938844847","112721"
"438","06043000101","06","California","043","000101","Mariposa County Municipal Solid Waste Landfill","Landfill","Groundwater","2019","-120.0102","37.50128","450",,"2023","2023","3122","822","26.3292761050609","73.6707238949391","1.85778347213325","2.59449071108264","2.49839846252402","0","0.832799487508008","6.50224215246637","12.0435618193466","60536"
"439","06081611700","06","California","081","611700","Marsh Road Landfill","Landfill","Groundwater","2019","-122.17233","37.491958","360","120","1907","1907","6627","6044","91.202655802022","8.79734419797797","5.52286102308737","0","19.7072581862079","0","0","3.9082541119662","62.0642824807605","158333"
"440","06073018509","06","California","073","018509","Maxson Street Landfill","Landfill","Groundwater","2019","-117.363338","33.200205","22","44","143","143","5559","4597","82.6947292678539","17.3052707321461","10.1996762007555","0","6.17017449181507","2.23061701744918","0.449721172872819","5.00089944234575","58.6436409426156","71371"
